state,date,year,month,unemployment_rate
Florida,2009-07-01,2009,7,10.9
Florida,2009-08-01,2009,8,10.9
Florida,2009-09-01,2009,9,11.1
Florida,2009-10-01,2009,10,11.1
Florida,2009-11-01,2009,11,11.0
Florida,2009-12-01,2009,12,11.1
Florida,2010-01-01,2010,1,11.7
Florida,2010-02-01,2010,2,11.4
Florida,2010-03-01,2010,3,11.3
Florida,2010-04-01,2010,4,11.0
Florida,2010-05-01,2010,5,10.9
Florida,2010-06-01,2010,6,11.2
Florida,2010-07-01,2010,7,11.6
Florida,2010-08-01,2010,8,11.5
Florida,2010-09-01,2010,9,11.3
Florida,2010-10-01,2010,10,11.1
Florida,2010-11-01,2010,11,11.3
Florida,2010-12-01,2010,12,10.8
Florida,2011-01-01,2011,1,11.1
Florida,2011-02-01,2011,2,10.6
Florida,2011-03-01,2011,3,10.4
Florida,2011-04-01,2011,4,10.1
Florida,2011-05-01,2011,5,10.1
Florida,2011-06-01,2011,6,10.6
Florida,2011-07-01,2011,7,10.6
Florida,2011-08-01,2011,8,10.3
Florida,2011-09-01,2011,9,10.1
Florida,2011-10-01,2011,10,9.7
Florida,2011-11-01,2011,11,9.4
Florida,2011-12-01,2011,12,9.1
Florida,2012-01-01,2012,1,9.3
Florida,2012-02-01,2012,2,9.0
Florida,2012-03-01,2012,3,8.8
Florida,2012-04-01,2012,4,8.4
Florida,2012-05-01,2012,5,8.6
Florida,2012-06-01,2012,6,9.1
Florida,2012-07-01,2012,7,9.2
Florida,2012-08-01,2012,8,8.9
Florida,2012-09-01,2012,9,8.4
Florida,2012-10-01,2012,10,8.3
Florida,2012-11-01,2012,11,8.0
Florida,2012-12-01,2012,12,7.9
Florida,2013-01-01,2013,1,8.4
Florida,2013-02-01,2013,2,7.8
Florida,2013-03-01,2013,3,7.5
Florida,2013-04-01,2013,4,7.2
Florida,2013-05-01,2013,5,7.4
Florida,2013-06-01,2013,6,7.9
Florida,2013-07-01,2013,7,7.9
Florida,2013-08-01,2013,8,7.7
Florida,2013-09-01,2013,9,7.5
Florida,2013-10-01,2013,10,7.4
Florida,2013-11-01,2013,11,7.0
Florida,2013-12-01,2013,12,6.6
Florida,2014-01-01,2014,1,6.9
Florida,2014-02-01,2014,2,6.8
Florida,2014-03-01,2014,3,6.8
Florida,2014-04-01,2014,4,6.2
Florida,2014-05-01,2014,5,6.4
Florida,2014-06-01,2014,6,6.6
Florida,2014-07-01,2014,7,6.9
Florida,2014-08-01,2014,8,6.7
Florida,2014-09-01,2014,9,6.4
Florida,2014-10-01,2014,10,6.1
Florida,2014-11-01,2014,11,6.0
Florida,2014-12-01,2014,12,5.6
Florida,2015-01-01,2015,1,6.1
Florida,2015-02-01,2015,2,5.7
Florida,2015-03-01,2015,3,5.5
Florida,2015-04-01,2015,4,5.3
Florida,2015-05-01,2015,5,5.6
Florida,2015-06-01,2015,6,5.7
Florida,2015-07-01,2015,7,5.9
Florida,2015-08-01,2015,8,5.6
Florida,2015-09-01,2015,9,5.4
Florida,2015-10-01,2015,10,5.3
Florida,2015-11-01,2015,11,5.2
Florida,2015-12-01,2015,12,4.9
Florida,2016-01-01,2016,1,5.1
Florida,2016-02-01,2016,2,4.8
Florida,2016-03-01,2016,3,4.8
Florida,2016-04-01,2016,4,4.7
Florida,2016-05-01,2016,5,4.6
Florida,2016-06-01,2016,6,5.1
Florida,2016-07-01,2016,7,5.2
Florida,2016-08-01,2016,8,5.1
Florida,2016-09-01,2016,9,5.1
Florida,2016-10-01,2016,10,5.0
Florida,2016-11-01,2016,11,4.7
Florida,2016-12-01,2016,12,4.5
Florida,2017-01-01,2017,1,4.9
Florida,2017-02-01,2017,2,4.5
Florida,2017-03-01,2017,3,4.3
Florida,2017-04-01,2017,4,4.0
Florida,2017-05-01,2017,5,4.1
Florida,2017-06-01,2017,6,4.4
Florida,2017-07-01,2017,7,4.5
Florida,2017-08-01,2017,8,4.5
Florida,2017-09-01,2017,9,4.2
Florida,2017-10-01,2017,10,4.0
Florida,2017-11-01,2017,11,4.0
Florida,2017-12-01,2017,12,3.8
Florida,2018-01-01,2018,1,4.1
Florida,2018-02-01,2018,2,3.8
Florida,2018-03-01,2018,3,3.7
Florida,2018-04-01,2018,4,3.5
Florida,2018-05-01,2018,5,3.4
Florida,2018-06-01,2018,6,3.9
Florida,2018-07-01,2018,7,3.9
Florida,2018-08-01,2018,8,3.8
Florida,2018-09-01,2018,9,3.5
Florida,2018-10-01,2018,10,3.5
Florida,2018-11-01,2018,11,3.4
Florida,2018-12-01,2018,12,3.3
Florida,2019-01-01,2019,1,3.7
Florida,2019-02-01,2019,2,3.3
Florida,2019-03-01,2019,3,3.3
Florida,2019-04-01,2019,4,3.0
Florida,2019-05-01,2019,5,3.1
Florida,2019-06-01,2019,6,3.5
Florida,2019-07-01,2019,7,3.6
Florida,2019-08-01,2019,8,3.5
Florida,2019-09-01,2019,9,3.2
Florida,2019-10-01,2019,10,3.1
Florida,2019-11-01,2019,11,3.0
Florida,2019-12-01,2019,12,2.7
Florida,2020-01-01,2020,1,3.1
Florida,2020-02-01,2020,2,2.8
Florida,2020-03-01,2020,3,4.3
Florida,2020-04-01,2020,4,12.9
Florida,2020-05-01,2020,5,14.2
Florida,2020-06-01,2020,6,11.8
Florida,2020-07-01,2020,7,12.0
Florida,2020-08-01,2020,8,8.7
Florida,2020-09-01,2020,9,8.1
Florida,2020-10-01,2020,10,6.8
Florida,2020-11-01,2020,11,6.3
Florida,2020-12-01,2020,12,6.0
Florida,2021-01-01,2021,1,5.9
Florida,2021-02-01,2021,2,5.4
Florida,2021-03-01,2021,3,5.2
Florida,2021-04-01,2021,4,5.0
Florida,2021-05-01,2021,5,4.8
Florida,2021-06-01,2021,6,5.3
Florida,2021-07-01,2021,7,5.0
Florida,2021-08-01,2021,8,4.7
Florida,2021-09-01,2021,9,4.3
Florida,2021-10-01,2021,10,3.9
Florida,2021-11-01,2021,11,3.7
Florida,2021-12-01,2021,12,3.2
Florida,2022-01-01,2022,1,3.7
Florida,2022-02-01,2022,2,3.3
Florida,2022-03-01,2022,3,3.0
Florida,2022-04-01,2022,4,2.8
Florida,2022-05-01,2022,5,2.8
Florida,2022-06-01,2022,6,3.2
Florida,2022-07-01,2022,7,3.1
Florida,2022-08-01,2022,8,3.1
Florida,2022-09-01,2022,9,2.9
Florida,2022-10-01,2022,10,3.0
Florida,2022-11-01,2022,11,2.9
Florida,2022-12-01,2022,12,2.5
Florida,2023-01-01,2023,1,2.9
Florida,2023-02-01,2023,2,2.7
Florida,2023-03-01,2023,3,2.7
Florida,2023-04-01,2023,4,2.5
Florida,2023-05-01,2023,5,2.8
Florida,2023-06-01,2023,6,3.1
Florida,2023-07-01,2023,7,3.1
Florida,2023-08-01,2023,8,3.3
Florida,2023-09-01,2023,9,3.2
Florida,2023-10-01,2023,10,3.2
Florida,2023-11-01,2023,11,3.0
Florida,2023-12-01,2023,12,2.9
Florida,2024-01-01,2024,1,3.2
Florida,2024-02-01,2024,2,3.1
Florida,2024-03-01,2024,3,3.1
Florida,2024-04-01,2024,4,2.9
Florida,2024-05-01,2024,5,3.1
Florida,2024-06-01,2024,6,3.6
Florida,2024-07-01,2024,7,3.8
Florida,2024-08-01,2024,8,3.8
Florida,2024-09-01,2024,9,3.5
Florida,2024-10-01,2024,10,3.5
Florida,2024-11-01,2024,11,3.5
Florida,2024-12-01,2024,12,3.2
Florida,2025-01-01,2025,1,3.7
Florida,2025-02-01,2025,2,3.7
Florida,2025-03-01,2025,3,3.5
Florida,2025-04-01,2025,4,3.5
Florida,2025-05-01,2025,5,3.5
Florida,2025-06-01,2025,6,3.9
Florida,2025-07-01,2025,7,4.1
Florida,2025-08-01,2025,8,4.4
Florida,2025-09-01,2025,9,4.2
Florida,2025-10-01,2025,10,
Florida,2025-11-01,2025,11,4.9
Florida,2025-12-01,2025,12,4.4
Georgia,2006-01-01,2006,1,5.0
Georgia,2006-02-01,2006,2,5.0
Georgia,2006-03-01,2006,3,4.6
Georgia,2006-04-01,2006,4,4.5
Georgia,2006-05-01,2006,5,4.7
Georgia,2006-06-01,2006,6,5.0
Georgia,2006-07-01,2006,7,5.0
Georgia,2006-08-01,2006,8,4.8
Georgia,2006-09-01,2006,9,4.5
Georgia,2006-10-01,2006,10,4.4
Georgia,2006-11-01,2006,11,4.3
Georgia,2006-12-01,2006,12,4.3
Georgia,2007-01-01,2007,1,4.7
Georgia,2007-02-01,2007,2,4.4
Georgia,2007-03-01,2007,3,4.2
Georgia,2007-04-01,2007,4,4.1
Georgia,2007-05-01,2007,5,4.3
Georgia,2007-06-01,2007,6,4.8
Georgia,2007-07-01,2007,7,4.8
Georgia,2007-08-01,2007,8,4.7
Georgia,2007-09-01,2007,9,4.6
Georgia,2007-10-01,2007,10,4.6
Georgia,2007-11-01,2007,11,4.5
Georgia,2007-12-01,2007,12,5.0
Georgia,2008-01-01,2008,1,5.4
Georgia,2008-02-01,2008,2,5.3
Georgia,2008-03-01,2008,3,5.4
Georgia,2008-04-01,2008,4,5.1
Georgia,2008-05-01,2008,5,5.8
Georgia,2008-06-01,2008,6,6.3
Georgia,2008-07-01,2008,7,6.5
Georgia,2008-08-01,2008,8,6.8
Georgia,2008-09-01,2008,9,7.0
Georgia,2008-10-01,2008,10,7.4
Georgia,2008-11-01,2008,11,7.5
Georgia,2008-12-01,2008,12,8.2
Georgia,2009-01-01,2009,1,9.1
Georgia,2009-02-01,2009,2,9.5
Georgia,2009-03-01,2009,3,9.5
Georgia,2009-04-01,2009,4,9.1
Georgia,2009-05-01,2009,5,9.7
Georgia,2009-06-01,2009,6,10.5
Georgia,2009-07-01,2009,7,10.4
Georgia,2009-08-01,2009,8,10.4
Georgia,2009-09-01,2009,9,10.2
Georgia,2009-10-01,2009,10,10.4
Georgia,2009-11-01,2009,11,10.1
Georgia,2009-12-01,2009,12,10.4
Georgia,2010-01-01,2010,1,11.0
Georgia,2010-02-01,2010,2,10.7
Georgia,2010-03-01,2010,3,10.5
Georgia,2010-04-01,2010,4,9.9
Georgia,2010-05-01,2010,5,10.1
Georgia,2010-06-01,2010,6,10.5
Georgia,2010-07-01,2010,7,10.5
Georgia,2010-08-01,2010,8,10.6
Georgia,2010-09-01,2010,9,10.2
Georgia,2010-10-01,2010,10,10.2
Georgia,2010-11-01,2010,11,10.4
Georgia,2010-12-01,2010,12,10.3
Georgia,2011-01-01,2011,1,10.6
Georgia,2011-02-01,2011,2,10.3
Georgia,2011-03-01,2011,3,10.0
Georgia,2011-04-01,2011,4,9.6
Georgia,2011-05-01,2011,5,9.9
Georgia,2011-06-01,2011,6,10.6
Georgia,2011-07-01,2011,7,10.3
Georgia,2011-08-01,2011,8,10.4
Georgia,2011-09-01,2011,9,10.0
Georgia,2011-10-01,2011,10,9.8
Georgia,2011-11-01,2011,11,9.3
Georgia,2011-12-01,2011,12,9.5
Georgia,2012-01-01,2012,1,9.7
Georgia,2012-02-01,2012,2,9.5
Georgia,2012-03-01,2012,3,9.2
Georgia,2012-04-01,2012,4,8.7
Georgia,2012-05-01,2012,5,9.0
Georgia,2012-06-01,2012,6,9.5
Georgia,2012-07-01,2012,7,9.4
Georgia,2012-08-01,2012,8,9.3
Georgia,2012-09-01,2012,9,8.5
Georgia,2012-10-01,2012,10,8.6
Georgia,2012-11-01,2012,11,8.2
Georgia,2012-12-01,2012,12,8.6
Georgia,2013-01-01,2013,1,9.0
Georgia,2013-02-01,2013,2,8.6
Georgia,2013-03-01,2013,3,8.2
Georgia,2013-04-01,2013,4,7.8
Georgia,2013-05-01,2013,5,8.2
Georgia,2013-06-01,2013,6,8.8
Georgia,2013-07-01,2013,7,8.5
Georgia,2013-08-01,2013,8,8.2
Georgia,2013-09-01,2013,9,7.8
Georgia,2013-10-01,2013,10,7.9
Georgia,2013-11-01,2013,11,7.3
Georgia,2013-12-01,2013,12,7.3
Georgia,2014-01-01,2014,1,7.6
Georgia,2014-02-01,2014,2,7.5
Georgia,2014-03-01,2014,3,7.5
Georgia,2014-04-01,2014,4,6.7
Georgia,2014-05-01,2014,5,7.3
Georgia,2014-06-01,2014,6,7.6
Georgia,2014-07-01,2014,7,7.7
Georgia,2014-08-01,2014,8,7.6
Georgia,2014-09-01,2014,9,6.8
Georgia,2014-10-01,2014,10,6.7
Georgia,2014-11-01,2014,11,6.4
Georgia,2014-12-01,2014,12,6.3
Georgia,2015-01-01,2015,1,6.7
Georgia,2015-02-01,2015,2,6.4
Georgia,2015-03-01,2015,3,6.2
Georgia,2015-04-01,2015,4,5.8
Georgia,2015-05-01,2015,5,6.3
Georgia,2015-06-01,2015,6,6.4
Georgia,2015-07-01,2015,7,6.3
Georgia,2015-08-01,2015,8,6.1
Georgia,2015-09-01,2015,9,5.7
Georgia,2015-10-01,2015,10,5.8
Georgia,2015-11-01,2015,11,5.5
Georgia,2015-12-01,2015,12,5.6
Georgia,2016-01-01,2016,1,5.8
Georgia,2016-02-01,2016,2,5.6
Georgia,2016-03-01,2016,3,5.5
Georgia,2016-04-01,2016,4,5.1
Georgia,2016-05-01,2016,5,5.2
Georgia,2016-06-01,2016,6,5.8
Georgia,2016-07-01,2016,7,5.6
Georgia,2016-08-01,2016,8,5.7
Georgia,2016-09-01,2016,9,5.4
Georgia,2016-10-01,2016,10,5.4
Georgia,2016-11-01,2016,11,5.0
Georgia,2016-12-01,2016,12,5.2
Georgia,2017-01-01,2017,1,5.5
Georgia,2017-02-01,2017,2,5.2
Georgia,2017-03-01,2017,3,5.0
Georgia,2017-04-01,2017,4,4.6
Georgia,2017-05-01,2017,5,4.8
Georgia,2017-06-01,2017,6,5.1
Georgia,2017-07-01,2017,7,4.9
Georgia,2017-08-01,2017,8,5.0
Georgia,2017-09-01,2017,9,4.4
Georgia,2017-10-01,2017,10,4.4
Georgia,2017-11-01,2017,11,4.2
Georgia,2017-12-01,2017,12,4.2
Georgia,2018-01-01,2018,1,4.5
Georgia,2018-02-01,2018,2,4.3
Georgia,2018-03-01,2018,3,4.2
Georgia,2018-04-01,2018,4,3.7
Georgia,2018-05-01,2018,5,3.8
Georgia,2018-06-01,2018,6,4.4
Georgia,2018-07-01,2018,7,4.1
Georgia,2018-08-01,2018,8,4.1
Georgia,2018-09-01,2018,9,3.6
Georgia,2018-10-01,2018,10,3.8
Georgia,2018-11-01,2018,11,3.5
Georgia,2018-12-01,2018,12,3.8
Georgia,2019-01-01,2019,1,4.3
Georgia,2019-02-01,2019,2,3.8
Georgia,2019-03-01,2019,3,3.8
Georgia,2019-04-01,2019,4,3.2
Georgia,2019-05-01,2019,5,3.6
Georgia,2019-06-01,2019,6,3.9
Georgia,2019-07-01,2019,7,3.8
Georgia,2019-08-01,2019,8,3.9
Georgia,2019-09-01,2019,9,3.2
Georgia,2019-10-01,2019,10,3.3
Georgia,2019-11-01,2019,11,3.1
Georgia,2019-12-01,2019,12,3.3
Georgia,2020-01-01,2020,1,3.8
Georgia,2020-02-01,2020,2,3.5
Georgia,2020-03-01,2020,3,4.2
Georgia,2020-04-01,2020,4,11.9
Georgia,2020-05-01,2020,5,10.0
Georgia,2020-06-01,2020,6,8.7
Georgia,2020-07-01,2020,7,8.0
Georgia,2020-08-01,2020,8,6.9
Georgia,2020-09-01,2020,9,6.4
Georgia,2020-10-01,2020,10,5.4
Georgia,2020-11-01,2020,11,5.0
Georgia,2020-12-01,2020,12,5.1
Georgia,2021-01-01,2021,1,5.1
Georgia,2021-02-01,2021,2,4.6
Georgia,2021-03-01,2021,3,4.4
Georgia,2021-04-01,2021,4,4.0
Georgia,2021-05-01,2021,5,4.1
Georgia,2021-06-01,2021,6,4.5
Georgia,2021-07-01,2021,7,3.9
Georgia,2021-08-01,2021,8,4.0
Georgia,2021-09-01,2021,9,3.3
Georgia,2021-10-01,2021,10,3.3
Georgia,2021-11-01,2021,11,3.0
Georgia,2021-12-01,2021,12,2.8
Georgia,2022-01-01,2022,1,3.5
Georgia,2022-02-01,2022,2,3.2
Georgia,2022-03-01,2022,3,3.1
Georgia,2022-04-01,2022,4,2.6
Georgia,2022-05-01,2022,5,3.0
Georgia,2022-06-01,2022,6,3.5
Georgia,2022-07-01,2022,7,3.2
Georgia,2022-08-01,2022,8,3.6
Georgia,2022-09-01,2022,9,3.0
Georgia,2022-10-01,2022,10,3.3
Georgia,2022-11-01,2022,11,3.1
Georgia,2022-12-01,2022,12,3.0
Georgia,2023-01-01,2023,1,3.4
Georgia,2023-02-01,2023,2,3.4
Georgia,2023-03-01,2023,3,3.3
Georgia,2023-04-01,2023,4,2.7
Georgia,2023-05-01,2023,5,3.3
Georgia,2023-06-01,2023,6,3.6
Georgia,2023-07-01,2023,7,3.3
Georgia,2023-08-01,2023,8,3.7
Georgia,2023-09-01,2023,9,3.2
Georgia,2023-10-01,2023,10,3.4
Georgia,2023-11-01,2023,11,3.0
Georgia,2023-12-01,2023,12,3.1
Georgia,2024-01-01,2024,1,3.4
Georgia,2024-02-01,2024,2,3.4
Georgia,2024-03-01,2024,3,3.4
Georgia,2024-04-01,2024,4,3.0
Georgia,2024-05-01,2024,5,3.5
Georgia,2024-06-01,2024,6,3.9
Georgia,2024-07-01,2024,7,3.9
Georgia,2024-08-01,2024,8,4.1
Georgia,2024-09-01,2024,9,3.4
Georgia,2024-10-01,2024,10,3.6
Georgia,2024-11-01,2024,11,3.5
Georgia,2024-12-01,2024,12,3.4
Georgia,2025-01-01,2025,1,3.5
Georgia,2025-02-01,2025,2,3.7
Georgia,2025-03-01,2025,3,3.6
Georgia,2025-04-01,2025,4,3.1
Georgia,2025-05-01,2025,5,3.3
Georgia,2025-06-01,2025,6,3.7
Georgia,2025-07-01,2025,7,3.6
Georgia,2025-08-01,2025,8,3.5
Georgia,2025-09-01,2025,9,3.4
Georgia,2025-10-01,2025,10,
Georgia,2025-11-01,2025,11,4.0
Georgia,2025-12-01,2025,12,3.3
Hawaii,2006-01-01,2006,1,2.5
Hawaii,2006-02-01,2006,2,2.5
Hawaii,2006-03-01,2006,3,2.5
Hawaii,2006-04-01,2006,4,2.7
Hawaii,2006-05-01,2006,5,2.7
Hawaii,2006-06-01,2006,6,3.4
Hawaii,2006-07-01,2006,7,2.8
Hawaii,2006-08-01,2006,8,2.5
Hawaii,2006-09-01,2006,9,2.5
Hawaii,2006-10-01,2006,10,2.1
Hawaii,2006-11-01,2006,11,2.3
Hawaii,2006-12-01,2006,12,1.9
Hawaii,2007-01-01,2007,1,2.4
Hawaii,2007-02-01,2007,2,2.4
Hawaii,2007-03-01,2007,3,2.5
Hawaii,2007-04-01,2007,4,2.5
Hawaii,2007-05-01,2007,5,2.5
Hawaii,2007-06-01,2007,6,3.2
Hawaii,2007-07-01,2007,7,2.9
Hawaii,2007-08-01,2007,8,2.8
Hawaii,2007-09-01,2007,9,3.1
Hawaii,2007-10-01,2007,10,2.9
Hawaii,2007-11-01,2007,11,3.0
Hawaii,2007-12-01,2007,12,2.9
Hawaii,2008-01-01,2008,1,3.2
Hawaii,2008-02-01,2008,2,3.1
Hawaii,2008-03-01,2008,3,3.2
Hawaii,2008-04-01,2008,4,3.2
Hawaii,2008-05-01,2008,5,3.5
Hawaii,2008-06-01,2008,6,4.4
Hawaii,2008-07-01,2008,7,4.2
Hawaii,2008-08-01,2008,8,4.4
Hawaii,2008-09-01,2008,9,4.8
Hawaii,2008-10-01,2008,10,4.7
Hawaii,2008-11-01,2008,11,5.0
Hawaii,2008-12-01,2008,12,5.2
Hawaii,2009-01-01,2009,1,5.9
Hawaii,2009-02-01,2009,2,6.1
Hawaii,2009-03-01,2009,3,6.3
Hawaii,2009-04-01,2009,4,6.2
Hawaii,2009-05-01,2009,5,6.4
Hawaii,2009-06-01,2009,6,7.2
Hawaii,2009-07-01,2009,7,6.6
Hawaii,2009-08-01,2009,8,6.6
Hawaii,2009-09-01,2009,9,7.0
Hawaii,2009-10-01,2009,10,6.8
Hawaii,2009-11-01,2009,11,6.6
Hawaii,2009-12-01,2009,12,6.5
Hawaii,2010-01-01,2010,1,6.9
Hawaii,2010-02-01,2010,2,6.8
Hawaii,2010-03-01,2010,3,6.8
Hawaii,2010-04-01,2010,4,6.5
Hawaii,2010-05-01,2010,5,6.4
Hawaii,2010-06-01,2010,6,7.1
Hawaii,2010-07-01,2010,7,6.7
Hawaii,2010-08-01,2010,8,6.7
Hawaii,2010-09-01,2010,9,6.8
Hawaii,2010-10-01,2010,10,6.7
Hawaii,2010-11-01,2010,11,6.8
Hawaii,2010-12-01,2010,12,6.4
Hawaii,2011-01-01,2011,1,6.7
Hawaii,2011-02-01,2011,2,6.6
Hawaii,2011-03-01,2011,3,6.4
Hawaii,2011-04-01,2011,4,6.3
Hawaii,2011-05-01,2011,5,6.4
Hawaii,2011-06-01,2011,6,7.3
Hawaii,2011-07-01,2011,7,6.9
Hawaii,2011-08-01,2011,8,6.9
Hawaii,2011-09-01,2011,9,7.2
Hawaii,2011-10-01,2011,10,6.8
Hawaii,2011-11-01,2011,11,6.6
Hawaii,2011-12-01,2011,12,6.3
Hawaii,2012-01-01,2012,1,6.4
Hawaii,2012-02-01,2012,2,6.2
Hawaii,2012-03-01,2012,3,6.1
Hawaii,2012-04-01,2012,4,5.8
Hawaii,2012-05-01,2012,5,5.9
Hawaii,2012-06-01,2012,6,6.6
Hawaii,2012-07-01,2012,7,6.0
Hawaii,2012-08-01,2012,8,5.7
Hawaii,2012-09-01,2012,9,5.6
Hawaii,2012-10-01,2012,10,5.3
Hawaii,2012-11-01,2012,11,5.1
Hawaii,2012-12-01,2012,12,4.8
Hawaii,2013-01-01,2013,1,5.2
Hawaii,2013-02-01,2013,2,4.8
Hawaii,2013-03-01,2013,3,4.6
Hawaii,2013-04-01,2013,4,4.4
Hawaii,2013-05-01,2013,5,4.4
Hawaii,2013-06-01,2013,6,5.3
Hawaii,2013-07-01,2013,7,4.7
Hawaii,2013-08-01,2013,8,4.6
Hawaii,2013-09-01,2013,9,4.9
Hawaii,2013-10-01,2013,10,4.8
Hawaii,2013-11-01,2013,11,4.7
Hawaii,2013-12-01,2013,12,4.3
Hawaii,2014-01-01,2014,1,4.5
Hawaii,2014-02-01,2014,2,4.5
Hawaii,2014-03-01,2014,3,4.4
Hawaii,2014-04-01,2014,4,4.1
Hawaii,2014-05-01,2014,5,4.2
Hawaii,2014-06-01,2014,6,4.7
Hawaii,2014-07-01,2014,7,4.4
Hawaii,2014-08-01,2014,8,4.2
Hawaii,2014-09-01,2014,9,4.3
Hawaii,2014-10-01,2014,10,4.0
Hawaii,2014-11-01,2014,11,3.9
Hawaii,2014-12-01,2014,12,3.5
Hawaii,2015-01-01,2015,1,3.9
Hawaii,2015-02-01,2015,2,3.6
Hawaii,2015-03-01,2015,3,3.4
Hawaii,2015-04-01,2015,4,3.4
Hawaii,2015-05-01,2015,5,3.4
Hawaii,2015-06-01,2015,6,3.9
Hawaii,2015-07-01,2015,7,3.3
Hawaii,2015-08-01,2015,8,3.3
Hawaii,2015-09-01,2015,9,3.4
Hawaii,2015-10-01,2015,10,3.2
Hawaii,2015-11-01,2015,11,3.2
Hawaii,2015-12-01,2015,12,2.9
Hawaii,2016-01-01,2016,1,3.0
Hawaii,2016-02-01,2016,2,2.9
Hawaii,2016-03-01,2016,3,3.0
Hawaii,2016-04-01,2016,4,2.9
Hawaii,2016-05-01,2016,5,2.8
Hawaii,2016-06-01,2016,6,3.6
Hawaii,2016-07-01,2016,7,3.0
Hawaii,2016-08-01,2016,8,2.8
Hawaii,2016-09-01,2016,9,3.0
Hawaii,2016-10-01,2016,10,2.8
Hawaii,2016-11-01,2016,11,2.6
Hawaii,2016-12-01,2016,12,2.4
Hawaii,2017-01-01,2017,1,2.6
Hawaii,2017-02-01,2017,2,2.5
Hawaii,2017-03-01,2017,3,2.3
Hawaii,2017-04-01,2017,4,2.3
Hawaii,2017-05-01,2017,5,2.2
Hawaii,2017-06-01,2017,6,2.8
Hawaii,2017-07-01,2017,7,2.2
Hawaii,2017-08-01,2017,8,2.2
Hawaii,2017-09-01,2017,9,2.2
Hawaii,2017-10-01,2017,10,1.8
Hawaii,2017-11-01,2017,11,2.0
Hawaii,2017-12-01,2017,12,1.8
Hawaii,2018-01-01,2018,1,2.1
Hawaii,2018-02-01,2018,2,2.0
Hawaii,2018-03-01,2018,3,2.1
Hawaii,2018-04-01,2018,4,2.1
Hawaii,2018-05-01,2018,5,2.0
Hawaii,2018-06-01,2018,6,3.0
Hawaii,2018-07-01,2018,7,2.4
Hawaii,2018-08-01,2018,8,2.5
Hawaii,2018-09-01,2018,9,2.7
Hawaii,2018-10-01,2018,10,2.7
Hawaii,2018-11-01,2018,11,2.6
Hawaii,2018-12-01,2018,12,2.5
Hawaii,2019-01-01,2019,1,2.9
Hawaii,2019-02-01,2019,2,2.6
Hawaii,2019-03-01,2019,3,2.6
Hawaii,2019-04-01,2019,4,2.4
Hawaii,2019-05-01,2019,5,2.3
Hawaii,2019-06-01,2019,6,3.1
Hawaii,2019-07-01,2019,7,2.6
Hawaii,2019-08-01,2019,8,2.5
Hawaii,2019-09-01,2019,9,2.6
Hawaii,2019-10-01,2019,10,2.4
Hawaii,2019-11-01,2019,11,2.3
Hawaii,2019-12-01,2019,12,2.0
Hawaii,2020-01-01,2020,1,2.3
Hawaii,2020-02-01,2020,2,2.0
Hawaii,2020-03-01,2020,3,2.1
Hawaii,2020-04-01,2020,4,22.1
Hawaii,2020-05-01,2020,5,20.9
Hawaii,2020-06-01,2020,6,17.8
Hawaii,2020-07-01,2020,7,15.7
Hawaii,2020-08-01,2020,8,12.9
Hawaii,2020-09-01,2020,9,13.8
Hawaii,2020-10-01,2020,10,11.3
Hawaii,2020-11-01,2020,11,10.5
Hawaii,2020-12-01,2020,12,10.0
Hawaii,2021-01-01,2021,1,9.5
Hawaii,2021-02-01,2021,2,8.9
Hawaii,2021-03-01,2021,3,8.2
Hawaii,2021-04-01,2021,4,7.6
Hawaii,2021-05-01,2021,5,6.6
Hawaii,2021-06-01,2021,6,7.0
Hawaii,2021-07-01,2021,7,5.5
Hawaii,2021-08-01,2021,8,4.8
Hawaii,2021-09-01,2021,9,4.2
Hawaii,2021-10-01,2021,10,3.4
Hawaii,2021-11-01,2021,11,3.1
Hawaii,2021-12-01,2021,12,2.8
Hawaii,2022-01-01,2022,1,3.2
Hawaii,2022-02-01,2022,2,3.1
Hawaii,2022-03-01,2022,3,3.0
Hawaii,2022-04-01,2022,4,3.1
Hawaii,2022-05-01,2022,5,3.1
Hawaii,2022-06-01,2022,6,3.9
Hawaii,2022-07-01,2022,7,3.4
Hawaii,2022-08-01,2022,8,3.5
Hawaii,2022-09-01,2022,9,3.5
Hawaii,2022-10-01,2022,10,3.4
Hawaii,2022-11-01,2022,11,3.4
Hawaii,2022-12-01,2022,12,2.9
Hawaii,2023-01-01,2023,1,3.0
Hawaii,2023-02-01,2023,2,3.0
Hawaii,2023-03-01,2023,3,2.8
Hawaii,2023-04-01,2023,4,2.5
Hawaii,2023-05-01,2023,5,2.6
Hawaii,2023-06-01,2023,6,3.3
Hawaii,2023-07-01,2023,7,2.8
Hawaii,2023-08-01,2023,8,3.0
Hawaii,2023-09-01,2023,9,3.3
Hawaii,2023-10-01,2023,10,3.1
Hawaii,2023-11-01,2023,11,2.9
Hawaii,2023-12-01,2023,12,2.7
Hawaii,2024-01-01,2024,1,2.9
Hawaii,2024-02-01,2024,2,2.8
Hawaii,2024-03-01,2024,3,2.7
Hawaii,2024-04-01,2024,4,2.6
Hawaii,2024-05-01,2024,5,2.5
Hawaii,2024-06-01,2024,6,3.5
Hawaii,2024-07-01,2024,7,3.2
Hawaii,2024-08-01,2024,8,3.2
Hawaii,2024-09-01,2024,9,3.2
Hawaii,2024-10-01,2024,10,3.1
